Name,Mortality,Original_Mortality,New_Mort,dnbr,Mortality_Qualitative,prefire_cover,new_cover,Veg_Assoc,elev,slope,temp,sr,precip,tpi,cwd,vpd_Aug,twi,Mean Aspect ,flow,area,southwestness,vpd_jan,fri,wind_speed,wind_direction,wind_exposition,elev_d,slope_d,temp_d,sr_d,precip_d,tpi_d,cwd_d,vpd_a_d,twi_d,area_d,vpd_j_d,elev_p,slope_p,temp_p,sr_p,precip_p,tpi_p,cwd_p,vpd_a_p,twi_p,area_p,vpd_j_p,landscape_position,cwd_2
120,5,High,high,0.568869,High,Moderate-High(50-75%),moderate,Chap,1096.212284,36.576897,33.823287,1472295.292,916.754266,-3.0151,1094.520113,42.225486,4.285642,282.187066,0.825589,13811.06267,0.803051295,11.332185,100,15.186791,298.8927,1.030252,10%,80%,80%,70%,80%,40%,10%,70%,30%,70%,80%,25%,100%,100%,75%,100%,50%,25%,75%,50%,75%,75%,Midslope with Drainage,848.507938
121,5,High,high,0.461592,High,Low (5-25%),low,Chap/Oak,1159.011561,42.776835,33.599732,2063546.986,919.104158,0.162956,1155.826987,41.304322,3.235095,283.90932,0.472841,5220.404332,-0.710251847,11.023847,100,15.912928,299.046451,1.088481,20%,100%,80%,90%,80%,90%,20%,60%,10%,40%,70%,25%,100%,75%,100%,100%,100%,25%,75%,25%,50%,75%,Midslope with Drainage,832.977444
122,5,High,high,0.66401,High,High (75-100%),high,Chap,1175.148861,34.506728,33.319853,1163345.049,921.549723,-1.087031,1174.91882,40.281232,4.527638,328.328103,0.842673,26482.37003,-0.941259776,10.663444,100,16.285284,300.85494,1.061687,20%,70%,70%,40%,80%,70%,20%,50%,40%,80%,70%,25%,75%,75%,50%,100%,75%,25%,50%,50%,100%,75%,Midslope with Drainage,812.39853
123,5,High,high,0.543154,High,Very Low(0-5%),low,Chap/Oak,1194.627494,35.163342,33.466719,2369434.543,918.844093,-1.786909,1194.271335,41.041084,4.349865,273.852006,0.686699,6484.687455,0.156671739,10.894949,100,15.914529,301.821473,1.093314,20%,70%,70%,100%,80%,60%,20%,60%,40%,50%,70%,25%,75%,75%,100%,100%,75%,25%,75%,50%,50%,75%,Upmost,824.07702
124,5,High,high,0.573449,High,Moderate-High(50-75%),moderate,Chap/Oak,1182.236766,29.713052,33.072016,2180018.899,924.8341,-0.781143,1182.056961,39.2524,5.098233,285.329218,0.729901,7105.221395,-0.802717849,10.349991,100,16.612093,299.862845,1.051901,20%,30%,60%,90%,90%,70%,20%,50%,70%,50%,60%,25%,50%,75%,100%,100%,75%,25%,50%,75%,50%,75%,Midslope,797.245676
125,5,High,high,0.78205,High,Moderate-High(50-75%),moderate,Chap/Oak,1337.617739,31.411558,32.27487,1116711.623,931.567698,-0.464966,1337.53962,36.581341,5.410443,105.141287,1.078307,110147.5754,0.887828294,9.532652,100,17.468541,302.770224,1.134579,50%,40%,50%,40%,90%,80%,50%,30%,80%,100%,40%,50%,50%,50%,50%,100%,75%,50%,50%,75%,100%,50%,Upmost with Drainage,802.031212
126,4,Moderate,moderate,0.51833,Moderate,High (75-100%),high,Chap/Oak,1020.733714,32.427442,33.960157,1179869.326,914.335513,-1.118133,1020.341912,43.064188,5.026032,144.000956,0.895872,170311.4713,0.776083454,11.720015,100,14.058883,293.474577,0.982986,10%,50%,80%,40%,80%,70%,10%,70%,70%,100%,90%,25%,50%,100%,50%,100%,75%,25%,75%,75%,100%,100%,Valley/River Bottom,849.297733
127,5,High,high,0.445307,High,Moderate (25-50%),moderate_low,Chap/Oak,1161.532721,36.353609,33.558062,1103855.048,921.029734,-0.058278,1159.906487,42.000426,3.900198,22.395601,0.697157,1682.510368,0.028323368,11.212429,100,14.104923,289.954834,1.120143,20%,80%,70%,40%,80%,80%,20%,60%,20%,20%,80%,25%,100%,75%,50%,100%,100%,25%,75%,25%,25%,75%,Upmost,828.909715
128,1,Very Low,low,0.469903,Low,High (75-100%),high,Chap/Oak,1329.778631,34.382695,31.988039,1207923.738,932.428472,-0.65815,1330.107771,36.177408,5.461467,66.249001,1.0502,72327.08865,-0.100400547,9.437722,43,15.898294,310.068232,1.125652,50%,70%,40%,50%,90%,80%,50%,30%,80%,100%,40%,50%,75%,50%,50%,100%,75%,50%,50%,100%,100%,50%,Upmost with Drainage,814.147013
129,5,High,high,0.766234,High,High (75-100%),high,Chap,1293.689498,33.188355,31.967684,1124643.525,932.233526,-0.348313,1293.814647,36.521597,5.05002,114.084261,0.958413,375661.4179,-0.573523161,9.64777,43,15.010672,319.32512,1.108783,40%,60%,40%,40%,90%,80%,40%,30%,70%,100%,40%,50%,75%,50%,50%,100%,100%,50%,50%,75%,100%,50%,Upmost with Drainage,839.335482
130,5,High,high,0.655078,High,High (75-100%),high,Chap/Oak,1071.567832,28.148894,33.31949,1786634.453,920.885565,-2.324336,1071.771382,40.78376,5.328437,165.532986,0.948943,83185.52795,-0.975183843,10.793141,100,10.949807,319.026757,0.956685,10%,30%,70%,80%,80%,50%,10%,60%,80%,100%,70%,25%,25%,75%,100%,100%,50%,25%,75%,75%,100%,75%,Valley/River Bottom,831.249563
131,2,Low,ml,0.581693,Low,High (75-100%),high,Chap/Oak,1163.148858,29.263839,33.203798,1193972.182,921.286042,-1.468189,1162.497615,40.369164,5.099184,209.716513,0.684048,8917.400997,-0.911254554,10.649415,100,14.394125,307.972114,1.043728,20%,30%,70%,40%,80%,60%,20%,60%,70%,60%,70%,25%,50%,75%,50%,100%,75%,25%,75%,75%,75%,75%,Midslope with Drainage,815.273662
132,5,High,high,0.445434,High,Moderate-High(50-75%),moderate,Chap/Oak,1181.80278,27.628265,33.145438,1929613.873,921.578687,-2.984332,1182.61648,40.087452,4.439788,63.292556,0.684682,2717.426404,-0.08447686,10.58049,100,15.259388,305.03907,1.051056,20%,20%,60%,90%,80%,40%,20%,50%,40%,30%,70%,25%,25%,75%,100%,100%,50%,25%,50%,50%,25%,75%,Upmost,810.86167
133,5,High,high,0.521647,High,Moderate-High(50-75%),moderate,Chap/Oak,998.03284,29.049477,34.040379,1583971.469,914.910952,-1.636796,998.02144,43.387094,4.69604,74.819954,0.829342,19547.90835,0.815964111,11.517799,100,11.703327,317.763084,0.921237,10%,30%,90%,70%,80%,60%,10%,70%,50%,80%,80%,25%,50%,100%,75%,100%,75%,25%,75%,50%,75%,100%,Adjacent to Bed,868.841161
134,5,High,high,0.681686,High,Moderate (25-50%),moderate_low,Chap/Oak,1099.891529,31.068199,33.9162,915850.4215,914.778806,-2.529345,1099.719153,43.104508,5.444173,299.471454,0.971606,3614.434397,0.600420343,11.459101,100,14.701715,304.233276,1.020414,10%,40%,80%,20%,80%,40%,10%,70%,80%,40%,80%,25%,50%,100%,25%,100%,50%,25%,75%,100%,50%,100%,Midslope with Drainage,863.487604
135,3,Moderate,moderate,0.47861,Moderate,High (75-100%),high,Chap/Oak,978.534287,29.094039,34.245124,1388340.928,912.624931,-1.403217,979.067147,44.307042,4.721099,161.84778,0.91178,35520.87254,0.949119931,11.726411,100,12.357067,316.12975,0.926838,10%,30%,90%,60%,80%,60%,10%,80%,50%,90%,90%,25%,50%,100%,75%,100%,75%,25%,100%,50%,100%,100%,Adjacent to Bed,879.59641
136,0,None,low,0.411171,None,Moderate-High(50-75%),moderate,Chap/Oak,1063.30225,32.245818,33.977888,1392983.498,914.54027,-3.649864,1063.823553,43.424067,5.64658,88.928197,1.059767,6421.684125,-0.55426315,11.520429,100,13.847909,310.68981,0.978907,10%,50%,90%,60%,80%,30%,10%,70%,90%,50%,80%,25%,50%,100%,75%,100%,50%,25%,75%,100%,50%,100%,Midslope with Drainage,868.935261
137,5,High,high,0.645208,High,High (75-100%),high,Chap/Oak,1081.61926,30.672619,33.623605,1113992.163,919.052967,-1.697936,1081.646001,41.073489,5.151861,111.824157,0.939805,35716.17978,0.996919871,10.800472,100,10.86319,310.104316,0.974016,10%,40%,80%,40%,80%,60%,10%,60%,70%,90%,70%,25%,50%,75%,50%,100%,75%,25%,75%,75%,100%,75%,Midslope with Drainage,833.821132
138,5,High,high,0.70671,High,High (75-100%),high,Chap/Oak,1085.148043,37.017842,33.674319,996051.2675,918.08823,0.738293,1085.263702,40.727893,4.330286,166.89925,0.79815,36909.65976,0.018712999,10.684012,100,11.586993,303.654453,0.993373,10%,90%,80%,30%,80%,90%,10%,60%,30%,90%,70%,25%,100%,75%,25%,100%,100%,25%,75%,50%,100%,75%,Midslope with Drainage,836.074995
139,5,High,high,0.713472,High,Moderate-High(50-75%),moderate,Chap/Oak,1149.361252,33.480303,33.44064,1699998.734,920.604111,3.378143,1149.361252,40.209709,3.677749,306.659916,0.57569,757.1099,0.999769035,10.549898,100,11.212126,307.568886,1.062364,20%,60%,70%,80%,80%,100%,20%,50%,10%,10%,70%,25%,75%,75%,100%,100%,100%,25%,50%,25%,25%,75%,Midslope,818.829267
140,5,High,high,0.525116,High,Moderate (25-50%),moderate_low,Chap/Oak,1253.83204,29.878135,32.957319,1237407.933,923.995357,4.1486,1254.163997,38.907047,3.990501,32.759273,0.243749,1148.918312,-0.823311674,10.202803,100,13.40212,308.501437,1.142246,40%,40%,60%,50%,90%,100%,40%,50%,20%,10%,60%,50%,50%,75%,50%,100%,100%,50%,50%,25%,25%,75%,Midslope,808.961008
141,4,Moderate,moderate,0.568029,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1314.61341,31.36768,32.559718,1022324.696,927.378291,1.004537,1315.015009,38.203702,4.462984,70.90906,0.761968,34821.11452,-0.988333554,9.95192,100,16.690395,312.178777,1.15358,50%,40%,50%,30%,90%,90%,50%,40%,40%,90%,50%,50%,50%,50%,25%,100%,100%,50%,50%,50%,100%,50%,Upmost,804.67572
142,1,Very Low,low,0.406168,Low,High (75-100%),high,Chap,1249.18599,31.354624,32.70647,1240697.488,925.789327,-2.144469,1249.91843,38.528655,5.383298,192.864571,0.979912,54003.22138,0.752133704,10.040233,100,16.291714,311.957168,1.078303,30%,40%,50%,50%,90%,50%,30%,50%,80%,100%,50%,50%,50%,50%,50%,100%,50%,50%,50%,75%,100%,50%,Midslope with Drainage,819.493595
143,5,High,high,0.659139,High,High (75-100%),high,Chap/Oak,1106.337974,31.353234,33.299659,1113599.16,919.933454,-1.355499,1106.131059,39.634827,5.157886,177.959178,0.961329,29923.29351,-0.996551853,10.389179,100,12.541049,303.786574,0.974618,10%,40%,70%,40%,80%,60%,10%,50%,70%,90%,60%,25%,50%,75%,50%,100%,75%,25%,50%,75%,100%,75%,#N/A,832.078882
144,1,Very Low,low,0.471648,Low,High (75-100%),high,Chap,1196.003454,31.669878,32.806524,1052633.521,923.970134,-1.158436,1195.737893,38.701954,5.322395,200.423486,0.991158,59237.68027,0.84925312,10.083344,100,16.241229,313.124159,1.030345,20%,50%,60%,30%,90%,70%,20%,50%,80%,100%,50%,25%,50%,75%,50%,100%,75%,25%,50%,75%,100%,50%,Midslope with Drainage,836.087498
145,0,None,low,0.618007,None,Moderate-High(50-75%),moderate,Chap,1269.61873,33.986034,32.699466,2048684.875,924.186912,-3.230979,1269.61873,38.59722,4.672301,292.319375,0.981986,829.995506,-0.222976763,10.028021,100,17.406468,314.94104,1.097984,40%,60%,50%,90%,90%,30%,40%,50%,50%,10%,50%,50%,75%,50%,100%,100%,50%,50%,50%,50%,25%,50%,Upmost,807.171638
146,5,High,high,0.697684,High,Low (5-25%),low,Chap,1277.827275,32.798755,32.651734,1079323.327,926.261754,1.209534,1278.089428,38.484616,4.247148,125.880067,0.738859,39867.18864,0.159085623,10.010843,100,17.166375,314.48768,1.120312,40%,50%,50%,30%,90%,90%,40%,40%,30%,90%,50%,50%,50%,50%,50%,100%,100%,50%,50%,50%,100%,50%,Midslope,826.724244
147,1,Very Low,low,0.270139,Low,Moderate-High(50-75%),moderate,Chap,1161.896826,34.302088,32.958206,944640.6219,920.446444,-0.802324,1161.825723,39.014842,4.343694,254.29131,0.790945,29583.82301,-0.525940229,10.147506,100,14.687222,305.860558,1.024084,20%,70%,60%,20%,80%,70%,20%,50%,40%,90%,60%,25%,75%,75%,25%,100%,75%,25%,50%,50%,100%,75%,Midslope,827.918602
148,5,High,high,0.584345,High,Moderate-High(50-75%),moderate,Chap,1260.693537,34.156703,32.777266,1213335.23,921.549275,0.028118,1260.613759,38.795835,4.420196,265.01966,0.761348,34029.30289,-0.681457156,10.03516,100,16.406321,309.09776,1.100305,40%,60%,60%,50%,80%,90%,40%,50%,40%,90%,50%,50%,75%,75%,50%,100%,100%,50%,50%,50%,100%,50%,Upmost,817.08834
149,5,High,high,0.405821,High,Moderate (25-50%),moderate_low,Chap,1341.007916,34.728701,32.771538,965438.6442,920.537018,1.851769,1341.31527,38.810808,3.552536,293.349417,0.381158,1273.455566,0.72095189,9.952585,100,17.115359,309.423264,1.181473,60%,70%,60%,20%,80%,100%,60%,50%,10%,20%,50%,75%,75%,75%,25%,100%,100%,75%,50%,25%,25%,50%,Upmost ,848.582007
150,0,None,low,0.301672,None,High (75-100%),high,Chap,1115.373942,24.855273,33.567305,1343320.846,910.115336,-3.192002,1115.581887,41.477244,5.951777,135.11244,1.12308,38139.26951,-0.344934848,10.29251,74,12.540663,296.127623,0.962619,10%,20%,70%,60%,80%,30%,10%,60%,90%,90%,60%,25%,25%,75%,75%,100%,50%,25%,75%,100%,100%,75%,Midslope with Drainage,842.25701
155,5,High,high,0.835734,High,Very Low(0-5%),low,Chap/Oak,1475.374621,23.453494,31.829305,1065280.14,936.143274,-1.309181,1475.965472,35.19665,4.953298,22.325949,0.851303,1705.410362,-0.041313082,8.952395,43,18.762789,307.205946,1.227206,80%,10%,40%,30%,90%,60%,80%,30%,60%,20%,20%,100%,25%,50%,50%,100%,75%,100%,25%,75%,25%,25%,Upmost,837.209184
159,0,None,low,0.275876,None,High (75-100%),high,Chap/Oak,1649.311249,35.47151,29.068653,1254419.08,1119.907883,-1.980297,1649.340197,28.267752,4.630383,97.026872,0.804059,28878.68386,-0.673272272,8.070268,75,15.915521,298.507293,1.182963,90%,70%,10%,50%,100%,50%,100%,10%,50%,80%,10%,100%,75%,25%,50%,100%,50%,100%,25%,50%,100%,25%,Midslope with Drainage,752.01081
160,5,High,high,0.44001,High,Moderate-High(50-75%),moderate,Chap/Oak,1665.424883,37.805733,29.243698,886905.5928,1093.381945,-0.756107,1665.321024,28.777305,4.599979,315.487741,0.79467,5494.593446,-0.814780429,8.191414,75,15.909503,296.503168,1.205183,90%,90%,10%,20%,100%,70%,100%,10%,50%,50%,10%,100%,100%,25%,25%,100%,75%,100%,25%,50%,50%,25%,Upmost ,743.681045
161,1,Very Low,low,0.414591,Low,High (75-100%),high,Chap/Oak,1568.787309,32.585989,29.261786,1512973.829,1077.543513,-2.126931,1569.262662,28.608992,4.672491,111.070872,0.841243,58049.48472,0.673551956,8.208568,75,13.881635,293.027909,1.127999,90%,50%,10%,70%,100%,50%,100%,10%,50%,100%,10%,100%,50%,25%,75%,100%,50%,100%,25%,50%,100%,25%,Midslope with Drainage,752.116326
162,5,High,high,0.740821,High,High (75-100%),high,Chap/Oak,1498.164414,35.72757,29.696278,1142177.803,1064.565224,-2.801044,1497.420647,29.005738,4.647754,201.743988,0.91123,53542.71498,-0.30118289,8.292886,75,15.251554,284.872012,1.101147,90%,80%,10%,40%,100%,40%,90%,10%,50%,100%,10%,100%,75%,25%,50%,100%,50%,100%,25%,50%,100%,25%,Midslope with Drainage,744.627714
165,0,None,low,0.166289,None,Moderate (25-50%),moderate_low,Chap/Oak,1679.953726,27.114613,28.818361,1690051.938,1115.502835,1.710119,1680.47309,28.493544,3.883187,69.528031,0.503906,2182.813477,-0.036859002,8.183467,75,20.385224,291.535265,1.221504,90%,20%,10%,80%,100%,100%,100%,10%,20%,30%,10%,100%,25%,25%,75%,100%,100%,100%,25%,25%,25%,25%,Upmost,683.499495
172,0,None,low,0.092736,None,High (75-100%),high,Chap/Oak,1619.300918,37.349063,28.976636,1522661.695,1099.837573,-0.253563,1618.565643,28.477859,4.389321,238.261817,0.713252,3465.264832,0.767767766,8.256411,75,19.128079,284.19103,1.169702,90%,90%,10%,70%,100%,80%,100%,10%,40%,30%,10%,100%,100%,25%,75%,100%,100%,100%,25%,50%,50%,25%,Upmost,709.816478
175,0,None,low,0.225034,None,Moderate (25-50%),moderate_low,Chap/Oak,1607.65054,37.868546,28.800216,1702587.57,1105.01885,-1.766435,1607.295153,28.147151,4.48396,252.158817,0.827008,36394.26,-0.439713311,8.230743,75,20.022613,287.248829,1.138822,90%,90%,10%,80%,100%,60%,100%,10%,40%,90%,10%,100%,100%,25%,100%,100%,75%,100%,25%,50%,100%,25%,Upmost,695.032179
176,5,High,high,0.309668,High,Moderate (25-50%),moderate_low,Chap,1170.044941,41.101835,34.771636,244196.9081,464.770616,3.791833,1170.044941,47.426428,3.253098,149.564488,0.30568,1134.765859,0.999304871,13.097451,100,13.48935,301.591542,1.030011,20%,100%,100%,10%,10%,100%,20%,100%,10%,10%,100%,25%,100%,100%,25%,25%,100%,25%,100%,25%,25%,100%,Upmost,1019.071885
182,5,High,high,0.390377,High,Moderate (25-50%),moderate_low,Chap,1134.972351,38.601809,34.605639,800299.6719,473.823828,3.493294,1134.972351,46.44057,3.565305,218.377154,0.567141,1454.317307,0.942867766,12.899569,100,10.452374,301.371892,0.983416,10%,90%,100%,10%,10%,100%,10%,90%,10%,20%,100%,25%,100%,100%,25%,25%,100%,25%,100%,25%,25%,100%,Midslope,1000.994409
183,0,None,low,0.211467,None,Moderate-High(50-75%),moderate,Chap,1197.788978,37.059748,34.748583,2448460.611,468.571407,-1.272907,1196.859675,46.809993,4.130242,267.502073,0.602537,6168.933564,0.090448395,12.971048,100,12.913355,296.464003,1.046318,20%,90%,100%,100%,10%,70%,20%,100%,30%,50%,100%,25%,100%,100%,100%,25%,75%,25%,100%,25%,50%,100%,Upmost,1009.360209
184,3,Moderate,moderate,0.161744,Moderate,Low (5-25%),low,Chap/Oak,1132.447268,34.693585,35.121258,815701.5347,453.302862,-0.903928,1133.095717,48.589355,3.735205,62.945517,0.501013,20993.95693,0.259458385,13.313248,100,14.452057,306.437253,1.008751,10%,70%,100%,10%,10%,70%,10%,100%,10%,80%,100%,25%,75%,100%,25%,25%,75%,25%,100%,25%,75%,100%,Upmost with Drainage,1050.023885
185,3,Moderate,moderate,0.056718,Moderate,Moderate (25-50%),moderate_low,Chap,1168.55933,33.902713,34.904305,819232.6697,457.091714,1.924484,1169.537628,48.345983,3.489707,73.16807,0.388111,8437.712189,0.51011088,13.306762,100,13.363581,306.047407,1.045747,20%,60%,100%,10%,10%,100%,20%,100%,10%,60%,100%,25%,75%,100%,25%,25%,100%,25%,100%,25%,75%,100%,Upmost,1046.696521
186,0,None,low,0.03575,None,Moderate (25-50%),moderate_low,Chap,1187.79056,35.564188,34.632842,2341817.792,459.095309,-1.185632,1188.609687,47.491784,4.250441,153.545213,0.707897,25291.53216,-0.695382698,13.085265,100,13.867701,303.445936,1.020373,20%,80%,100%,100%,10%,70%,20%,100%,30%,80%,100%,25%,75%,100%,100%,25%,75%,25%,100%,50%,100%,100%,Upmost,1020.481947
187,0,None,low,0.19075,None,Moderate (25-50%),moderate_low,Chap,1209.683779,36.87844,34.338344,2386686.278,463.15092,0.316991,1210.296898,45.924352,3.937522,143.485492,0.665807,8758.618532,0.986104331,12.715493,100,15.407429,300.146593,1.022464,30%,80%,90%,100%,10%,90%,30%,90%,20%,60%,100%,25%,100%,100%,100%,25%,100%,25%,100%,25%,75%,100%,Midslope with Drainage,1001.933386
190,2,Low,ml,0.24915,Low,Moderate (25-50%),moderate_low,Chap/Oak,1247.40358,39.084077,34.918986,491656.3936,458.744844,0.187711,1248.189492,46.818839,3.841946,47.306446,0.618128,20638.23357,-0.192362529,12.787212,100,16.485539,299.40192,1.080561,30%,100%,100%,10%,10%,90%,30%,100%,20%,80%,100%,50%,100%,100%,25%,25%,100%,50%,100%,25%,75%,100%,Upmost,970.468954
191,5,High,high,0.44734,High,Moderate (25-50%),moderate_low,Chap,1174.025257,34.019295,34.883921,502026.7712,457.012763,-2.818186,1173.926273,47.113374,5.194366,190.03463,0.884506,2757.593823,-0.917975391,12.909229,100,16.076687,304.085651,1.003781,20%,60%,100%,10%,10%,40%,20%,100%,70%,30%,100%,25%,75%,100%,25%,25%,50%,25%,100%,75%,25%,100%,Upmost,1003.63928
192,2,Low,ml,0.189542,Low,Moderate-High(50-75%),moderate,Chap/Oak,1240.158197,37.544864,34.675133,917633.5267,460.154131,-2.857253,1240.159929,46.40263,4.433964,90.504091,0.741087,27168.99611,-0.829505238,12.777075,100,16.555538,304.505962,1.05242,30%,90%,100%,20%,10%,40%,30%,90%,40%,80%,100%,50%,100%,100%,25%,25%,50%,50%,100%,50%,100%,100%,Upmost with Drainage,976.154579
193,5,High,high,0.339632,High,Moderate-High(50-75%),moderate,Chap,1234.465624,39.315451,34.518576,540057.9115,459.307192,-0.758287,1233.485555,46.891998,3.517203,278.308754,0.476414,1372.038143,-0.995170372,12.935855,100,14.598172,305.693425,1.089118,30%,100%,100%,10%,10%,70%,30%,100%,10%,20%,100%,50%,100%,100%,25%,25%,75%,50%,100%,25%,25%,100%,Upmost,1003.055753
195,3,Moderate,moderate,0.295014,Moderate,Moderate (25-50%),moderate_low,Chap,1167.643046,40.823281,34.696489,1026070.107,457.365535,-2.1094,1167.643046,47.303042,4.077621,328.030205,0.584297,2142.337605,-0.800688596,13.011747,100,14.764024,310.626175,0.990967,20%,100%,100%,30%,10%,50%,20%,100%,20%,20%,100%,25%,100%,100%,25%,25%,50%,25%,100%,25%,25%,100%,Midslope,1014.845451
197,5,High,high,0.55254,High,Moderate (25-50%),moderate_low,Chap/Oak,1321.877506,36.358356,34.200233,640700.3059,490.764694,0.572086,1321.795603,44.692921,3.940535,174.378746,0.547026,1666.377809,0.937378029,12.336308,100,16.720755,299.600199,1.121379,50%,80%,90%,10%,20%,90%,50%,80%,20%,20%,100%,50%,100%,100%,25%,25%,100%,50%,100%,25%,25%,100%,Midslope,948.751934
198,0,None,low,0.635418,None,Moderate-High(50-75%),moderate,Chap,1234.081506,41.448397,34.180901,646761.1639,479.018301,0.859342,1236.078659,45.233017,4.272702,50.188482,0.50195,3020.92995,0.437777955,12.569758,100,15.342532,299.637966,1.048971,30%,100%,90%,10%,10%,90%,30%,90%,30%,30%,100%,50%,100%,100%,25%,25%,100%,50%,100%,50%,50%,100%,Midslope,977.083764
199,0,None,low,0.436718,None,Moderate-High(50-75%),moderate,Chap,1193.583926,40.206289,34.290557,1063317.426,477.01069,-5.093331,1194.572829,45.00255,5.304602,192.420714,1.62964,1783.00754,0.396257315,12.457656,100,16.736796,298.019502,0.964212,20%,100%,90%,30%,10%,20%,20%,90%,80%,20%,100%,25%,100%,100%,50%,25%,25%,25%,100%,75%,25%,100%,Midslope,963.256362
200,5,High,high,0.541376,High,Moderate-High(50-75%),moderate,Chap/Oak,1271.784782,39.390952,34.195041,555459.9876,482.337476,0.9975,1271.550202,45.011651,4.312618,81.612287,0.839726,13367.75776,0.430681048,12.493031,100,15.825185,299.386356,1.074687,40%,100%,90%,10%,10%,90%,40%,90%,30%,70%,100%,50%,100%,100%,25%,25%,100%,50%,100%,50%,75%,100%,Midslope,965.851713
201,5,High,high,0.579356,High,Moderate (25-50%),moderate_low,Chap,1207.860711,36.946532,34.184966,924116.1985,477.236357,-6.798361,1206.984648,45.304185,5.298646,122.31445,1.059083,1373.879338,-0.551189151,12.593079,100,15.317876,299.459241,0.99565,30%,90%,90%,20%,10%,10%,20%,90%,80%,20%,100%,25%,100%,100%,25%,25%,25%,25%,100%,75%,25%,100%,Midslope with Drainage,981.955184
203,5,High,high,0.200691,High,Moderate-High(50-75%),moderate,Chap,1251.495972,30.59446,34.293122,1669114.305,482.349041,-1.729218,1254.206635,44.837877,3.503673,61.1131,1.144218,667.989201,0.865783684,12.360529,100,17.336102,297.201224,1.009011,30%,40%,90%,80%,10%,60%,40%,80%,10%,10%,100%,50%,50%,100%,75%,25%,75%,50%,100%,25%,25%,100%,Midslope,952.841255
204,4,Moderate,moderate,0.40819,Moderate,Moderate-High(50-75%),moderate,Chap,1223.424799,36.166222,34.346373,710605.631,478.506346,-13.163464,1223.424799,44.913433,4.819076,12.168281,1.289569,1986.581447,0.699154955,12.373213,100,17.544782,297.08183,0.977997,30%,80%,90%,10%,10%,10%,30%,90%,60%,20%,100%,25%,75%,100%,25%,25%,25%,25%,100%,75%,25%,100%,Midslope,954.454956
